row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,target,role,countCorrect,speaker,submitted,spellchecked,is.chitchat
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,not the same one,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_K.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,not the same one,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,are the feet flicking up?,ACWNsNNDjsRBXEM8u,/experiment/tangram_K.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,are the feet flicking up?,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,the feet are flicking up,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_K.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,the feet are flicking up,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,yeah i see it now,BdL6aJuxWJhqQCqSg,/experiment/tangram_K.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
4oedsznjRit93Ta9M,5,"wTxmcnbjHxFJeQaCh,fptgj5ojFaBoM7giq",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,5,0,5,5,a person sitting down slightly slouched,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_F.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE,a person sitting down slightly slouched,FALSE
4oedsznjRit93Ta9M,5,"wTxmcnbjHxFJeQaCh,fptgj5ojFaBoM7giq",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,5,0,5,5,facing left with their legs bent,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_F.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE,facing left with their legs bent,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,a person sitting straight facing right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_H.png,speaker,2,SuRN8Cwpc7a6Cu2zZ,TRUE,a person sitting straight facing right,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,their legs and arms aren't visible,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_H.png,speaker,2,SuRN8Cwpc7a6Cu2zZ,TRUE,their legs and arms aren't visible,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,triangles on their head?,BdL6aJuxWJhqQCqSg,/experiment/tangram_H.png,listener,2,SuRN8Cwpc7a6Cu2zZ,TRUE,triangles on their head?,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,no triangles on their head,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_H.png,speaker,2,SuRN8Cwpc7a6Cu2zZ,TRUE,no triangles on their head,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,oops,BdL6aJuxWJhqQCqSg,/experiment/tangram_H.png,listener,2,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,there isn't really anything pointy coming out of them,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_H.png,speaker,2,SuRN8Cwpc7a6Cu2zZ,TRUE,there isn't really anything pointy coming out of them,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,is the body kind of blocky?,ACWNsNNDjsRBXEM8u,/experiment/tangram_H.png,listener,2,SuRN8Cwpc7a6Cu2zZ,TRUE,is the body kind of blocky?,FALSE
hkzpJ9oSENr6Nghxu,6,"JjMc8b3fGDwPFc8x9,h7kWXnHW2LgoJHtMu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,6,0,6,5,yes it looks a bit blocky,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_H.png,speaker,2,SuRN8Cwpc7a6Cu2zZ,TRUE,yes it looks a bit blocky,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,this one was guessed last round,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_J.png,speaker,1,SuRN8Cwpc7a6Cu2zZ,TRUE,this one was guessed last round,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,they're also sitting straight facing right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_J.png,speaker,1,SuRN8Cwpc7a6Cu2zZ,TRUE,they're also sitting straight facing right,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,triangle head,BdL6aJuxWJhqQCqSg,/experiment/tangram_J.png,listener,1,SuRN8Cwpc7a6Cu2zZ,TRUE,triangle head,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,no triangles coming out of their head,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_J.png,speaker,1,SuRN8Cwpc7a6Cu2zZ,TRUE,no triangles coming out of their head,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,oh same as the last round? the blocky one?,5p4sT5FWj7m7RjGiN,/experiment/tangram_J.png,listener,1,SuRN8Cwpc7a6Cu2zZ,TRUE,oh same as the last round? the blocky one?,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,but arms and legs are pointing out towards the right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_J.png,speaker,1,SuRN8Cwpc7a6Cu2zZ,TRUE,but arms and legs are pointing out towards the right,FALSE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,no sorry! it was guessed wrongly last round,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_J.png,speaker,1,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
uQuYRbhBjymdD2YrL,7,"X96owzeJ8TRbXuMK3,HS38CoqSuZyHpBENu",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,7,0,7,5,ah,5p4sT5FWj7m7RjGiN,/experiment/tangram_J.png,listener,1,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,this looks like a person kneeling with both arms extended,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_B.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,this looks like a person kneeling with both arms extended,FALSE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,they're facing right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_B.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,they're facing right,FALSE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,amrs out both sides?,BdL6aJuxWJhqQCqSg,/experiment/tangram_B.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,amrs out both sides?,FALSE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,arms*,BdL6aJuxWJhqQCqSg,/experiment/tangram_B.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,arms*,FALSE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,arms out on both sides of the body,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_B.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,arms out on both sides of the body,FALSE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,is the right arm slightly detached?,ACWNsNNDjsRBXEM8u,/experiment/tangram_B.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,is the right arm slightly detached?,FALSE
NuiKmQ4dxjapFGQLQ,8,"xHs5iXZaXMfA9ME2A,afsz582JRqNBz4ERL",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,8,0,8,5,yes,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_B.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
NzAxvedtWfT7HvtWo,9,"jxDvdfRddzDP2yxqs,PaLbBtgcLZsQhmxHb",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,9,0,9,5,this is a person kneeling with both arms out on the same side,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_G.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,this is a person kneeling with both arms out on the same side,FALSE
NzAxvedtWfT7HvtWo,9,"jxDvdfRddzDP2yxqs,PaLbBtgcLZsQhmxHb",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,9,0,9,5,"both arms are facing right, one is higher and one is lower",SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_G.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,"both arms are facing right, one is higher and one is lower",FALSE
SnRzxH6KYrfJak336,10,"92Aarsdt3fPpNjSB2,TRMkJxEwQzeAHiwKf",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,10,0,10,5,This is the triangle head person,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_E.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,This is the triangle head person,FALSE
SnRzxH6KYrfJak336,10,"92Aarsdt3fPpNjSB2,TRMkJxEwQzeAHiwKf",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,10,0,10,5,finally,BdL6aJuxWJhqQCqSg,/experiment/tangram_E.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
SnRzxH6KYrfJak336,10,"92Aarsdt3fPpNjSB2,TRMkJxEwQzeAHiwKf",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,10,0,10,5,Haha,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_E.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
SnRzxH6KYrfJak336,10,"92Aarsdt3fPpNjSB2,TRMkJxEwQzeAHiwKf",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,10,0,10,5,loool,5p4sT5FWj7m7RjGiN,/experiment/tangram_E.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
SnRzxH6KYrfJak336,10,"92Aarsdt3fPpNjSB2,TRMkJxEwQzeAHiwKf",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,10,0,10,5,we all better get this,5p4sT5FWj7m7RjGiN,/experiment/tangram_E.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
SnRzxH6KYrfJak336,10,"92Aarsdt3fPpNjSB2,TRMkJxEwQzeAHiwKf",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,10,0,10,5,lol,ACWNsNNDjsRBXEM8u,/experiment/tangram_E.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
QL4DM8ccPvP83tv2d,11,"FPT8uEHeNRfSAqFvR,gqyrwYieeXRuiB4DF",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,11,0,11,5,this is a person standing straight facing left,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_D.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,this is a person standing straight facing left,FALSE
QL4DM8ccPvP83tv2d,11,"FPT8uEHeNRfSAqFvR,gqyrwYieeXRuiB4DF",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,11,0,11,5,with their arms and feet pointing left,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_D.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,with their arms and feet pointing left,FALSE
QL4DM8ccPvP83tv2d,11,"FPT8uEHeNRfSAqFvR,gqyrwYieeXRuiB4DF",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,11,0,11,5,looks like they have big sleeves?,BdL6aJuxWJhqQCqSg,/experiment/tangram_D.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,looks like they have big sleeves?,FALSE
QL4DM8ccPvP83tv2d,11,"FPT8uEHeNRfSAqFvR,gqyrwYieeXRuiB4DF",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,11,0,11,5,yes,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_D.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
EiYsQbyGCadhHyEJN,12,"wr9trtTnL3TDQihWm,Ke6hpDwqdrh7C54sC",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,1,12,5,The man has both his hands in the air,ACWNsNNDjsRBXEM8u,/experiment/tangram_C.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,The man has both his hands in the air,FALSE
EiYsQbyGCadhHyEJN,12,"wr9trtTnL3TDQihWm,Ke6hpDwqdrh7C54sC",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,1,12,5,leaning left,ACWNsNNDjsRBXEM8u,/experiment/tangram_C.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,leaning left,FALSE
EiYsQbyGCadhHyEJN,12,"wr9trtTnL3TDQihWm,Ke6hpDwqdrh7C54sC",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,1,12,5,like diagonally?,5p4sT5FWj7m7RjGiN,/experiment/tangram_C.png,listener,4,ACWNsNNDjsRBXEM8u,TRUE,like diagonally?,FALSE
EiYsQbyGCadhHyEJN,12,"wr9trtTnL3TDQihWm,Ke6hpDwqdrh7C54sC",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,1,12,5,Yeah,ACWNsNNDjsRBXEM8u,/experiment/tangram_C.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,NA,TRUE
EiYsQbyGCadhHyEJN,12,"wr9trtTnL3TDQihWm,Ke6hpDwqdrh7C54sC",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,1,12,5,i was hoping for different pics this round :(,BdL6aJuxWJhqQCqSg,/experiment/tangram_C.png,listener,4,ACWNsNNDjsRBXEM8u,TRUE,NA,TRUE
k2guFYZHBYSSdKLGZ,13,"2s5r5ReXLpBraZCfx,jwn3FCX2nbvotoukj",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,1,13,5,The man looks like hes ice skating,ACWNsNNDjsRBXEM8u,/experiment/tangram_I.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,The man looks like he's ice skating,FALSE
k2guFYZHBYSSdKLGZ,13,"2s5r5ReXLpBraZCfx,jwn3FCX2nbvotoukj",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,1,13,5,both arms facing left,ACWNsNNDjsRBXEM8u,/experiment/tangram_I.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,both arms facing left,FALSE
k2guFYZHBYSSdKLGZ,13,"2s5r5ReXLpBraZCfx,jwn3FCX2nbvotoukj",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,1,13,5,my eyes are going all funny looking at this pictures i cant lie,5p4sT5FWj7m7RjGiN,/experiment/tangram_I.png,listener,4,ACWNsNNDjsRBXEM8u,TRUE,NA,TRUE
k2guFYZHBYSSdKLGZ,13,"2s5r5ReXLpBraZCfx,jwn3FCX2nbvotoukj",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,1,13,5,hahaha,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_I.png,listener,4,ACWNsNNDjsRBXEM8u,TRUE,NA,TRUE
k2guFYZHBYSSdKLGZ,13,"2s5r5ReXLpBraZCfx,jwn3FCX2nbvotoukj",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,1,13,5,one leg on the ground and one lifted,ACWNsNNDjsRBXEM8u,/experiment/tangram_I.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,one leg on the ground and one lifted,FALSE
k2guFYZHBYSSdKLGZ,13,"2s5r5ReXLpBraZCfx,jwn3FCX2nbvotoukj",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,1,13,5,lol,ACWNsNNDjsRBXEM8u,/experiment/tangram_I.png,speaker,4,ACWNsNNDjsRBXEM8u,TRUE,NA,TRUE
vML9girnB4MfChm4x,14,"qrYLJCuyxQjnbkbMt,3zkxX9maavxoWTkMs",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,1,14,5,we should give them names,BdL6aJuxWJhqQCqSg,/experiment/tangram_J.png,listener,3,ACWNsNNDjsRBXEM8u,TRUE,NA,TRUE
