_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.tangramURLs,data.roleList,data.name,data.avatar,data.nameColor,data.bonus,data.role,data.clicked,data.timeClick,data.exitTimeoutId,data.exited
dFkk3wgdjCBA47vmZ,,2021-05-04T21:49:07Z,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:42:38Z,,,,,,,,,,,
KDECwB9Cikjj7ZsE9,,2021-05-04T21:49:21Z,,,ExitSurvey,2021-05-04T22:35:24Z,finished,,,,2021-05-04T21:43:13Z,"/experiment/tangram_C.png,/experiment/tangram_K.png,/experiment/tangram_D.png,/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_I.png,/experiment/tangram_B.png,/experiment/tangram_J.png,/experiment/tangram_G.png,/experiment/tangram_E.png,/experiment/tangram_L.png,/experiment/tangram_A.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Laju,/avatars/jdenticon/Katherine,#3D45B7,2.560000000000002,speaker,false,false,,
ZvhRyXkvKz6ES5HwX,,2021-05-04T21:47:33Z,,,ExitSurvey,2021-05-04T22:35:51Z,finished,,,,2021-05-04T21:43:30Z,"/experiment/tangram_F.png,/experiment/tangram_L.png,/experiment/tangram_I.png,/experiment/tangram_G.png,/experiment/tangram_C.png,/experiment/tangram_J.png,/experiment/tangram_K.png,/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_E.png,/experiment/tangram_A.png,/experiment/tangram_H.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Laju,/avatars/jdenticon/Katherine,#3D45B7,2.746666666666669,speaker,false,false,,
FuKRTpPq47oswB26J,,,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:43:47Z,,,,,,,,,,,
HdKK2ktAX4RmvJwZk,,2021-05-04T21:51:13Z,,,ExitSurvey,2021-05-04T22:35:24Z,finished,,,,2021-05-04T21:44:23Z,"/experiment/tangram_D.png,/experiment/tangram_G.png,/experiment/tangram_C.png,/experiment/tangram_H.png,/experiment/tangram_A.png,/experiment/tangram_L.png,/experiment/tangram_F.png,/experiment/tangram_B.png,/experiment/tangram_J.png,/experiment/tangram_E.png,/experiment/tangram_I.png,/experiment/tangram_K.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Repi,/avatars/jdenticon/Samuel,#8138A8,2.5866666666666682,listener,/experiment/tangram_G.png,9839,,
o7s7B6kZLqvaG62N4,,2021-05-04T21:47:54Z,,,ExitSurvey,2021-05-04T22:35:51Z,finished,,,,2021-05-04T21:45:33Z,"/experiment/tangram_K.png,/experiment/tangram_E.png,/experiment/tangram_B.png,/experiment/tangram_C.png,/experiment/tangram_I.png,/experiment/tangram_H.png,/experiment/tangram_L.png,/experiment/tangram_A.png,/experiment/tangram_F.png,/experiment/tangram_G.png,/experiment/tangram_J.png,/experiment/tangram_D.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Hera,/avatars/jdenticon/Riley,#997E32,2.7733333333333348,listener,/experiment/tangram_D.png,5498,,
MG4yxBPQTjayiXepJ,,,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:45:46Z,,,,,,,,,,,
HqyHHokWZEzaNafoJ,,2021-05-04T21:49:10Z,,,ExitSurvey,2021-05-04T22:35:24Z,finished,,,,2021-05-04T21:46:00Z,"/experiment/tangram_K.png,/experiment/tangram_A.png,/experiment/tangram_D.png,/experiment/tangram_J.png,/experiment/tangram_C.png,/experiment/tangram_L.png,/experiment/tangram_G.png,/experiment/tangram_E.png,/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_B.png,/experiment/tangram_I.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,2.6533333333333347,listener,/experiment/tangram_G.png,12085,,
YTp5m25vv9sEqvrjA,,,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:46:31Z,,,,,,,,,,,
4arBpABWukfXXWoXu,,2021-05-04T21:56:19Z,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:46:47Z,,,,,,,,,,,
Sm8CRTSYDmgimu564,,2021-05-04T21:53:04Z,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:48:06Z,,,,,,,,,,,
tu7h5gBhgzwA6ttCD,,2021-05-04T21:52:05Z,,,ExitSurvey,2021-05-04T22:35:24Z,finished,,,,2021-05-04T21:48:58Z,"/experiment/tangram_L.png,/experiment/tangram_B.png,/experiment/tangram_G.png,/experiment/tangram_J.png,/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_C.png,/experiment/tangram_K.png,/experiment/tangram_E.png,/experiment/tangram_D.png,/experiment/tangram_A.png,/experiment/tangram_I.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Hera,/avatars/jdenticon/Riley,#997E32,2.666666666666668,listener,/experiment/tangram_G.png,11431,,
Jnzn2WxRdxajksRBK,,,,,,2021-05-04T21:58:05Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:52:25Z,,,,,,,,,,,
p87hZxe7LKBWqQz5N,,,,,,2021-05-04T22:09:21Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:59:46Z,,,,,,,,,,,
brTAmjiAb3dprG5ZY,,2021-05-04T22:04:21Z,,,,2021-05-04T22:09:21Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T21:59:54Z,,,,,,,,,,,
AagpJQvoomCXHhTer,,,,,,2021-05-04T22:09:21Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T22:04:24Z,,,,,,,,,,,
KzzLAwFxCuffH4w5G,,,,,,2021-05-04T22:09:21Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T22:08:32Z,,,,,,,,,,,
7bo7QddYpdP8EBeKj,,,,,,2021-05-04T23:03:55Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T22:28:26Z,,,,,,,,,,,
BHm7hWNhNRnqXSyJX,,2021-05-04T22:33:29Z,,,ExitSurvey,2021-05-04T23:33:44Z,finished,,,,2021-05-04T22:28:39Z,"/experiment/tangram_D.png,/experiment/tangram_E.png,/experiment/tangram_L.png,/experiment/tangram_G.png,/experiment/tangram_C.png,/experiment/tangram_B.png,/experiment/tangram_H.png,/experiment/tangram_A.png,/experiment/tangram_K.png,/experiment/tangram_F.png,/experiment/tangram_J.png,/experiment/tangram_I.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,2.7600000000000016,listener,/experiment/tangram_A.png,8781,,
2Rs4BqzSBpqDh2fpP,,2021-05-04T22:36:51Z,,,ExitSurvey,2021-05-04T23:33:44Z,finished,,,,2021-05-04T22:29:10Z,"/experiment/tangram_A.png,/experiment/tangram_D.png,/experiment/tangram_B.png,/experiment/tangram_H.png,/experiment/tangram_C.png,/experiment/tangram_I.png,/experiment/tangram_L.png,/experiment/tangram_E.png,/experiment/tangram_K.png,/experiment/tangram_G.png,/experiment/tangram_F.png,/experiment/tangram_J.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Repi,/avatars/jdenticon/Samuel,#8138A8,2.680000000000002,listener,/experiment/tangram_A.png,5580,,
c9T7t2RNEHdtaipbh,,2021-05-04T22:37:51Z,,,ExitSurvey,2021-05-04T23:33:44Z,finished,,,,2021-05-04T22:33:53Z,"/experiment/tangram_L.png,/experiment/tangram_H.png,/experiment/tangram_D.png,/experiment/tangram_C.png,/experiment/tangram_A.png,/experiment/tangram_E.png,/experiment/tangram_G.png,/experiment/tangram_I.png,/experiment/tangram_F.png,/experiment/tangram_K.png,/experiment/tangram_J.png,/experiment/tangram_B.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Riley,#997E32,2.7600000000000016,speaker,false,false,,
zCbCmGCQgyBEZueTS,,2021-05-04T22:52:44Z,,,,2021-05-04T23:03:55Z,gameLobbyTimedOut,,2021-05-07T16:46:30Z,gameLobbyTimedOut,2021-05-04T22:34:49Z,,,,,,,,,,,
FzbGtMkbEZkg6xLHp,,2021-05-04T22:41:04Z,,,ExitSurvey,2021-05-04T23:33:44Z,finished,,,,2021-05-04T22:37:12Z,"/experiment/tangram_D.png,/experiment/tangram_H.png,/experiment/tangram_F.png,/experiment/tangram_C.png,/experiment/tangram_I.png,/experiment/tangram_K.png,/experiment/tangram_E.png,/experiment/tangram_A.png,/experiment/tangram_L.png,/experiment/tangram_J.png,/experiment/tangram_G.png,/experiment/tangram_B.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Laju,/avatars/jdenticon/Katherine,#3D45B7,2.6400000000000015,listener,/experiment/tangram_A.png,29211,,
YfQDEPyj2WDeFJ6kt,,2021-05-07T16:37:15Z,,,,2021-05-07T16:37:19Z,gameCancelled,,2021-05-07T16:46:41Z,gameCancelled,2021-05-07T16:36:06Z,,,,,,,,,,,
WQ8PnuT8ohygo5tcr,,,,,,,,,,,2021-05-07T16:37:54Z,,,,,,,,,,,
s6f8t3694f4AyjPN3,,,,,,2021-05-07T16:56:09Z,gameFull,,2021-05-07T18:53:35Z,gameFull,2021-05-07T16:48:07Z,,,,,,,,,,,
psDWD9d3xQGdFFP7Q,,2021-05-07T16:51:25Z,,,ExitSurvey,2021-05-07T17:20:03Z,finished,,,,2021-05-07T16:48:12Z,"/experiment/tangram_L.png,/experiment/tangram_J.png,/experiment/tangram_C.png,/experiment/tangram_H.png,/experiment/tangram_A.png,/experiment/tangram_G.png,/experiment/tangram_D.png,/experiment/tangram_I.png,/experiment/tangram_B.png,/experiment/tangram_E.png,/experiment/tangram_F.png,/experiment/tangram_K.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Alaina,#7ACC66,2.7200000000000015,speaker,false,false,,
oNe96ojnutpRrwiFb,,2021-05-07T16:54:23Z,,,,2021-05-07T17:26:38Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2021-05-07T16:48:14Z,"/experiment/tangram_C.png,/experiment/tangram_G.png,/experiment/tangram_I.png,/experiment/tangram_A.png,/experiment/tangram_D.png,/experiment/tangram_K.png,/experiment/tangram_H.png,/experiment/tangram_E.png,/experiment/tangram_F.png,/experiment/tangram_L.png,/experiment/tangram_J.png,/experiment/tangram_B.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,1.840000000000001,speaker,false,false,30971,true
p7qxLz4WrSqvxaYy3,,2021-05-07T16:54:46Z,,,ExitSurvey,2021-05-07T17:37:59Z,finished,,,,2021-05-07T16:48:15Z,"/experiment/tangram_C.png,/experiment/tangram_F.png,/experiment/tangram_I.png,/experiment/tangram_B.png,/experiment/tangram_K.png,/experiment/tangram_J.png,/experiment/tangram_G.png,/experiment/tangram_E.png,/experiment/tangram_H.png,/experiment/tangram_L.png,/experiment/tangram_D.png,/experiment/tangram_A.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Repi,/avatars/jdenticon/Samuel,#8138A8,2.7200000000000015,speaker,false,false,,
6iMbQKiFyJ2YwPaeo,,2021-05-07T16:51:58Z,,,ExitSurvey,2021-05-07T17:20:03Z,finished,,,,2021-05-07T16:48:16Z,"/experiment/tangram_C.png,/experiment/tangram_B.png,/experiment/tangram_E.png,/experiment/tangram_F.png,/experiment/tangram_D.png,/experiment/tangram_H.png,/experiment/tangram_K.png,/experiment/tangram_A.png,/experiment/tangram_I.png,/experiment/tangram_L.png,/experiment/tangram_J.png,/experiment/tangram_G.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Repi,/avatars/jdenticon/Samuel,#8138A8,2.7200000000000015,listener,/experiment/tangram_J.png,6107,,
okkXLvTuqNbsZkBZ2,,2021-05-07T16:52:35Z,,,ExitSurvey,2021-05-07T17:30:07Z,finished,,,,2021-05-07T16:48:17Z,"/experiment/tangram_B.png,/experiment/tangram_C.png,/experiment/tangram_J.png,/experiment/tangram_D.png,/experiment/tangram_L.png,/experiment/tangram_K.png,/experiment/tangram_I.png,/experiment/tangram_G.png,/experiment/tangram_H.png,/experiment/tangram_E.png,/experiment/tangram_A.png,/experiment/tangram_F.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,2.7600000000000016,listener,/experiment/tangram_D.png,15368,,
xwCpnpj4eoCiFYeCE,,2021-05-07T16:54:23Z,,,ExitSurvey,2021-05-07T17:37:59Z,finished,,,,2021-05-07T16:48:18Z,"/experiment/tangram_E.png,/experiment/tangram_D.png,/experiment/tangram_H.png,/experiment/tangram_I.png,/experiment/tangram_J.png,/experiment/tangram_A.png,/experiment/tangram_L.png,/experiment/tangram_C.png,/experiment/tangram_B.png,/experiment/tangram_F.png,/experiment/tangram_G.png,/experiment/tangram_K.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,2.7200000000000015,listener,/experiment/tangram_L.png,15442,,
